video_id,title,description,published_at,channel_name,view_count
IpSqV2vcLCE,TVアニメ『TIGER & BUNNY』EDテーマ「マインドゲーム」ノンクレジット映像,"TVシリーズ「TIGER & BUNNY」のOP／ED を大公開！
曲：マインドゲーム／歌：珠妃
作詞：U-ka、珠妃、tzk／作曲：秋田博之
話数：14～24話
©BNP/T&B PARTNERS",2020-10-30T15:00:09Z,【公式】BN Picturesチャンネル,130394
x4xVN05q43E,TVアニメ「Sランクモンスターの《ベヒーモス》だけど、猫と間違われてエルフ娘の騎士（ペット）として暮らしてます」ノンクレジットオープニング｜大渕野々花「最上級の心」（作詞/作編曲：川谷絵音）,"大渕野々花 2ndシングル
TVアニメ『ベヒ猫』オープニング主題歌「最上級の心」2025年2月26発売決定！
👇詳しくはCD特設サイトをチェック！
https://www.jvcmusic.co.jp/flyingdog/nonoka/2nd_single/

「最上級の心」先行配信中🎶
🎧https://jvcmusic.lnk.to/SupremeHeart

TVアニメ『Sランクモンスターの《ベヒーモス》だけど、猫と間違われてエルフ娘の騎士（ペット）として暮らしてます』
オープニング主題歌：「最上級の心」
歌：大渕野々花
作詞/作編曲：川谷絵音

■■■■■■■■■■■■■■■
◤作品基本情報◢
公式HP：https://behemoth-anime.com
公式X（旧Twitter）：https://x.com/beheneko_anime

◤イントロダクション◢
迷宮都市・リューイン。
モンスターはびこる迷宮があるこの町には、数多くの冒険者たちが集まっていた。
命を落とし転生した主人公は、迷宮の中で目を覚ます。
その外見は、どう見ても仔猫！？
しかし正体は――災害級のSランクモンスター《ベヒーモス》の幼体だった！
彼が出会ったのは、駆け出しのDランク冒険者・アリア。
仔猫と勘違いしたアリアは、重傷を負っていた彼を連れ帰って手当てし、
「タマ」と名付けてペットにする。
その優しさに心を打たれたタマは、アリアを守る騎士となることを誓うのだった。
Sランクの力を活かし、アリアと共に迷宮を冒険するタマ。
個性豊かな仲間たちと出会い、時に溺愛されながら、騎士（ペット）としての日々が始まる！

◤キャスト◢
タマ：畠中 祐 
タマ（猫）：杉山里穂 
アリア：矢野妃菜喜 
ヴァルカン：楠木ともり 
ステラ：上田 瞳 
リリ：大渕野々花
フェリ：和久井 優
アリーシャ：内田真礼

◤スタッフ◢
原作：東雲太郎（漫画）
銀翼のぞみ（原作）
東雲太郎・夜ノみつき（キャラクター原案）
「Sランクモンスターの《ベヒーモス》だけど、猫と間違われてエルフ娘の騎士として暮らしてます」　　　　　　　　 
（白泉社「ヤングアニマル」連載）

監督：平川哲生
シリーズ構成：加藤還一
キャラクターデザイン・総作画監督：阿部智之
サブキャラクターデザイン：鈴木美音織
プロップデザイン：河野しおり
モンスターデザイン：山下敏成
美術監督：澁谷幸弘、立川目佳子
色彩設計：のぼりはるこ
撮影監督：國重元宏
編集：宇都宮正記
音響監督：納谷僚介
音響制作：スタジオマウス
音楽：白戸佑輔、oni
音楽制作：フライングドッグ
アニメーション制作：ゼロジー×セイバーワークス
製作：ベヒ猫製作委員会

オープニング主題歌：大渕野々花「最上級の心」
エンディング主題歌：ぽかぽかイオン「リミー」

◤放送情報◢
【通常版】  
TOKYO MX:1月4日より毎週土曜日22:30～ 
サンテレビ:1月4日より毎週土曜日22:30～ 
BS11:1月5日より毎週日曜日24:00～ 
北海道テレビ:1月9日より毎週木曜27:29～
新潟テレビ21:１月13日より毎週月曜日25:15～
長崎文化放送:1月23日より毎週木曜日25:18～
北陸朝日放送:2月15日より毎週土曜日26:30～
  
【湯けむりスッキリ版】  
AT-X:1月7日より毎週火曜日22:30～ 
【リピート放送】毎週木曜日 10：30～／毎週月曜日 16：30～
  
◤配信情報◢
【通常版】  
ABEMA:12月28日より毎週土曜日23:00～ 

【湯けむりスッキリ版】  
ABEMAプレミアム:12月28日より毎週土曜日23:00～ 
その他配信サービス:1月25日（土）より順次配信 

※放送・配信日時は変更となる場合がございます。

◤原作情報◢
【漫画】東雲太郎　【原作】銀翼のぞみ　【キャラクター原案】東雲太郎・夜ノみつき 
シリーズ累計発行部数120万部突破！
「Sランクモンスターの《ベヒーモス》だけど、猫と間違われてエルフ娘の騎士（ペット）として暮らしてます」 
＜ヤングアニマル（毎月第２・第４金曜日発売）にて連載中！＞ 

コミックス①～⑪巻　ヤングアニマルコミックス/白泉社より大好評発売中！
コミックス⑫巻 12月26日（木）発売！

▼ヤングアニマルWeb
https://younganimal.com/series/c909ad9c5cd69

©東雲太郎・銀翼のぞみ・夜ノみつき／白泉社／ベヒ猫製作委員会

#ベヒ猫 #大渕野々花 #川谷絵音 #声優 #最上級の心",2025-01-11T14:01:04Z,大渕野々花 / ののちゃんねる,130346
qW1_C-ylhOU,【公式】『私の百合はお仕事です！』ED主題歌 白鷺陽芽（CV.小倉 唯）＆綾小路美月（CV.上坂すみれ）「夢が覚めても」ノンクレジット映像,"#私の百合はお仕事です #わたゆり  #watayuri_anime #watayuri #小倉唯 #上坂すみれ 

EDテーマ
「夢が覚めても」白鷺陽芽(CV.小倉 唯)&綾小路美月(CV.上坂すみれ)
作詞・作曲：YAMATSU  / 編曲：設楽哲也

2023年4月6日(木)より好評放送中！

AT-X　4月6日(木)より　毎週木曜22:30〜
【リピート放送】　毎週月曜10:30〜／毎週水曜16:30〜
TOKYO MX　4月6日(木)より　毎週木曜23:30〜
BSフジ　4月7日(金)より　毎週金曜24:30〜
BS日テレ　4月8日(土)より　毎週土曜23:00〜

4月6日(木)より　毎週木曜24:00〜DMM TVにて先行配信中！

＜introduction＞
「ようこそ、カフェ・リーベ女学園へ！」

ここは架空のお嬢様学校。店員同士が姉妹（シュヴェスター）となり、清らかに美しく給仕をするサロン。

日頃より誰からも愛されるような振る舞いを心がけている陽芽は、とあるきっかけでリーベ女学園の生徒として給仕をすることに。
そこで出会った女生徒・綾小路美月を何気なく「お姉さま」と呼んでしまい…？

演技(ソトヅラ)と本音が咲き乱れる、お給仕生活はじまります！

＜CAST＞
白鷺陽芽／小倉　唯
綾小路美月／上坂すみれ
雨宮果乃子／田中美海
橘　純加／小市眞琴
御子柴舞／田村ゆかり
西園寺寧々／瀬戸麻沙美

＜STAFF＞
監督／さんぺい聖
助監督／池端隆史
シリーズ構成／ハヤシナオキ
キャラクターデザイン／岩崎たいすけ
美術監督／小川友佳子(KLAS) 高木佑梨(KLAS)
色彩設定／小松亜理沙
撮影監督／志賀　傑(スタジオトゥインクル)
CG監督／鈴木良和
音響監督／納谷僚介
音響効果／中島勝大(スワラ・プロ)
音楽／大橋　恵
プロデュース／infinite
アニメーション制作／パッショーネ×スタジオリングス
製作／私の百合は製作委員会です！

＜MUSIC＞
OPテーマ　「秘密♡Melody」小倉　唯
作詞：小倉　唯　作曲・編曲：滝澤俊輔（TRYTONELABO）
EDテーマ　「夢が覚めても」
歌：白鷺陽芽（CV：小倉　唯）&綾小路美月（CV：上坂すみれ）
作詞・作曲：YAMATSU
編曲：設楽哲也

原作コミックス試し読みはこちら：https://ichijin-plus.com/comics/2410094952494
アニメ公式サイト：https://watayuri-anime.com/
アニメ公式Twitter：@watayuri_anime (ハッシュタグ #私の百合はお仕事です　#わたゆり) 
原作公式Instagram：https://www.instagram.com/watayuri_1/
アニメ公式TikTok：@watayuri_anime_official
原作：未幡「私の百合はお仕事です！」（コミック百合姫/一迅社刊）

Ⓒ未幡・一迅社／私の百合は製作委員会です！",2023-04-07T11:00:42Z,株式会社インフィニット,130229
cpwF9TMs6QE,TVアニメ「どうせ、恋してしまうんだ。」第1話ノンクレジットED映像 | マルシィ「願いごと」,"2025年1月から放送開始のTVアニメ「どうせ、恋してしまうんだ。」第1話より 

【放送情報】 
TBS：2025年1月9日　毎週木曜深夜1：28～ 
BS11：2025年1月12日　毎週日曜よる11：30～ 
※放送日時は変更になる可能性がございます 

【配信情報】 
2025年1月9日から毎週木曜深夜2：00～配信開始 
ABEMA、dアニメストア、U-NEXTほかにて 

【イントロダクション】  
２０２０年７月１日。高校２年生の水帆は、最悪な１７歳の誕生日を迎えていた。 
憧れの先輩に近づくチャンスはなくなるし、親には誕生日をすっかり忘れられているし……。 
しかも未知の感染症の流行で、部活の大会や修学旅行も中止になって、「私には“キラキラした青春”なんてない」――そう思っていた。 
しかしそんな矢先、幼なじみの輝月（きづき）が、突然、“彼氏候補宣言”をしてきて――。 
家族のように育った４人の幼なじみの男の子と、主人公の水帆との恋愛模様を描いた学園青春ストーリー。 

【スタッフ】 
原作：満井春香（講談社「なかよし」連載） 
監督：山元隼一 
シリーズ構成：村井 雄 
脚本：村井 雄、成尾 渚 
キャラクターデザイン：しいばいお 
サブキャラクターデザイン：平田雄三、奥山鈴奈 
プロップデザイン：植田大貴、氏家嘉宏 
美術監督：里見 篤 
美術設定：妹脊百合子 
色彩設定：日比智恵子 
撮影監督：船越雄弦 
編集：今井 剛 
音楽：井内啓二 
音楽制作：日音 
音響監督：えびなやすのり 
アニメーションプロデューサー：櫻井 崇 
アニメーション制作：颱風グラフィックス 

【ミュージック】 
オープニングテーマ：INI「Make It Count」 
エンディングテーマ：マルシィ「願いごと」 

【キャスト】 
西野水帆：新福 桜  
羽沢輝月：浦 和希 
柏木 深：吉高志音 
和泉 藍：千葉翔也 
星川周吾：猪股慧士 
斉藤涼介：上村祐翔 
倉敷千夏：田所あずさ 
星川透吾：梅原裕一郎 
白石真波：名塚佳織 

［公式サイト］https://koishima-pr.com 
［公式X］https://x.com/koishima_pr 

#どうせ恋してしまうんだ #恋しま 
#満井春香 #山元隼一 #颱風グラフィックス 
#西野水帆 #羽沢輝月 #柏木深 #和泉藍 #星川周吾 #斉藤涼介 #倉敷千夏 #星川透吾 #白石真波 
#新福桜 #浦和希 #吉高志音 #千葉翔也 #猪股慧士 #上村祐翔 #田所あずさ #梅原裕一郎 #名塚佳織",2025-01-09T17:00:40Z,TBSアニメ,130198
W6A7WnorYl4,アニメ「青のオーケストラ Season2」ノンクレジットオープニング　Galileo Galilei「アマデウス」,"アニメ「青のオーケストラ Season2」のノンクレジットオープニング映像を公開！
オープニングテーマ：Galileo Galilei「アマデウス」
作詞・作曲： 尾崎 雄貴
編曲： Galileo Galilei
歌：　 Galileo Galilei

▼Galileo Galilei 尾崎雄貴さんの動画コメントはこちらから▼
https://youtu.be/ua9vvf8HoZw?si=qIYR5ly6hGWFGwgl
 
▼アマデウス Official Music Video▼
https://youtu.be/HN8ls2Lt_ek?si=S1lmzLkNF8_mCWMZ

◆放送情報
　NHK Eテレ　毎週日曜日　午後5：00～
　　　　　　　（再）毎週木曜日　午後7：20～
　※放送日時は変更になる場合があります

公式サイト： https://aooke-anime.com/
公式Twitter： https://x.com/aooke_anime

放送に関する情報はNHKアニメをご覧ください。
https://www.nhk.jp/p/ts/3LMR2P87LQ/

◆あらすじ
演奏することをやめていた元天才ヴァイオリニスト・青野が出会った高校のオーケストラ部の世界。個性豊かな仲間たちが情熱を音楽にのせて織りなす、青春のアンサンブルドラマ。

夏の定期演奏会を終えて3年生が引退。2年生が中心となったオーケストラ部は全国コンクールに向けて始動する。それぞれのモチベーションの温度差や演奏曲のイメージをめぐって不協和音が鳴り響く中、 今自分たちにしか出せない音を作り上げようと奮闘する部員たち。青野自身の音楽との向き合い方、そして仲間たちとの関係も変化していく。

◆スタッフ
原作：　阿久井 真 (小学館「マンガワン」連載中)
監督：　岸 誠二
シリーズ構成：　柿原 優子
キャラクターデザイン：　森田 和明
音響監督：　飯田 里樹
音楽：　はら かなこ　小瀬村 晶
アニメーション制作：　日本アニメーション
制作・著作：　NHK　NHKエンタープライズ　日本アニメーション

◆キャスト
青野 一：CV.千葉 翔也　演奏.東 亮汰
秋音 律子：CV.加隈 亜衣　演奏.山田 友里恵
佐伯 直：CV.土屋 神葉　演奏.尾張 拓登
小桜 ハル：CV.佐藤 未奈子　演奏.小川 恭子
山田 一郎：CV.古川 慎　演奏.佐藤 晴真
立花 静：CV. Lynn　演奏.城戸 かれん
羽鳥 葉：CV. 浅沼 晋太郎　演奏.関 朋岳
佐久間 優介：CV.神谷 浩史
筒井 俊樹：CV.金子 誠
東金 梨香：CV.佐伯 伊織

© 阿久井真／小学館／ＮＨＫ・ＮＥＰ・日本アニメーション

#青のオーケストラ #青オケ",2025-10-12T08:45:03Z,アニメ青のオーケストラ公式,130447
4804e25aGgg,【プリオケ】第13話 特殊エンディングムービー「使命は赤きセレナーデ」,"オリジナルTVアニメ「プリンセッション・オーケストラ」第13話 特殊エンディングムービーを公開👑

🎵「使命は赤きセレナーデ」
Vocal：カリスト(CV.小林千晃)・ギータ(CV.千葉翔也)・ベス(CV.榎木淳弥)・ドラン(CV.武内駿輔)
作詞：Spirit Garden
作曲：笠井雄太(Elements Garden)
編曲：笠井雄太(Elements Garden)

❤️🩵💛

”情熱と流星──不思議の国に広がる波紋”
キングレコード×アリア・エンターテインメント×タカラトミーが送る新プロジェクト！
オリジナルTVアニメ「プリンセッション・オーケストラ 」
2025年4月6日 日曜あさ9時00分よりテレ東系列6局ネットにて放送中！！

[CAST]
空野みなも/プリンセス・リップル：葵あずさ 　
識辺かがり/プリンセス・ジール：藤本侑里
一条ながせ/プリンセス・ミーティア：橘 杏咲

陽ノ下なつ：藍村光
ナビーユ：下野紘
カリスト：小林千晃
ギータ：千葉翔也
ベス：榎木淳弥
ドラン：武内駿輔
空野誠志郎：日野聡
空野ようこ：南條愛乃
空野りく：若井友希

[STAFF]
企画原案：金子彰史
製作総指揮：上松範康
原作：UNISON/キングレコード
監督：大沼 心
助監督：関根侑佑
シリーズ構成・脚本：逢空万太
キャラクター原案：島崎麻里
キャラクターデザイン：秋山由樹子
色彩設計：長谷川美穂(緋和)
美術監督：平間由香、大崎 唯(アトリエPlatz) 
撮影監督：木田健斗(チップチューン)
3D監督：濱村敏郎(ワイヤード)
編集：木村勝宏
音響監督：本山 哲
音響効果：安藤由衣
録音調整：安齋 歩
音楽：Elements Garden(菊田大介、笠井雄太、竹田祐介)
音楽制作：キングレコード
アニメーション制作：SILVER LINK.

[イントロダクション]
アリスピア――そう呼ばれる不思議の国は、今よりもずっと昔から世界のどこかに存在していた。
そこには楽しいことが大好きな住民アリスピアンたちが暮らしていたが、いつしか謎の怪物ジャマオックが現れるようになり、穏やかだったアリスピアの平和は、少しずつ脅かされるようになっていった。このままではアリスピアからキラキラとした輝きが失われてしまう――。
そんなピンチにあっても、胸に歌を忘れない『プリンセス』たちの冒険を描いた物語。
勇気と元気がたくさん詰まった、ポップソング・ファンタジア――プリンセッション・オーケストラ！

♡公式サイト♡
https://princess-session.com/ 

♡X♡
https://x.com/priorche_info
推奨ハッシュタグ：#プリオケ 

♡Instagram♡
https://www.instagram.com/priorche_info/

©Project PRINCESS-SESSION

♡関連動画♡
 第1話「このすばらしきせかい」
https://youtu.be/XzDDA7ZODBE

 第2話 「女の子の一生懸命」
https://youtu.be/f0JRdFzDl3I

オープニングムービー「ゼッタイ歌姫宣言ッ！」
https://youtu.be/2390XLZujGg

エンディングムービー「君とつなぐオーケストラ」
https://youtu.be/jZ5wMAXph-k

第3弾PV
https://youtu.be/6j-Efr3XIcU",2025-07-06T00:30:10Z,アリスピアch_オリジナルTVアニメ「プリンセッション・オーケストラ 」公式,130179
yH_9COiOFRw,【OP】『シュガーアップル・フェアリーテイル』第2クールノンクレジットOP「サプライズ」(歌：中島 怜),"TVアニメ『シュガーアップル・フェアリーテイル』2023年7月7日より第2クール好評放送中！
第2クールOPテーマ：中島 怜「サプライズ」 2023年7月19日(水)発売！

▼中島 怜 オフィシャルサイト
https://e-stonemusic.com/nakashimarei

▼TVアニメ『シュガーアップル・フェアリーテイル』本PV
https://www.youtube.com/watch?v=f0dUGSfAfGw

【放送・配信情報】
AT-X ： 毎週金曜日21時30分～　※【リピート放送】毎週火曜日9：30～／毎週木曜日15：30～
TOKYO MX ： 毎週金曜日22時30分～
BS朝日 ： 毎週金曜日23時30分～
サンテレビ ：毎週金曜日24時00分～
KBS京都 ：毎週土曜日23時30分～
dアニメストア、DMM TV：毎週金曜日22時00分～　※地上波先行・最速配信
その他サイトも順次配信中！
※放送・配信日時は変更になる可能性がございます。予めご了承ください。

【STAFF】
原作：三川みり（角川ビーンズ文庫刊）
原作イラスト：あき
監督：鈴木洋平
シリーズ構成：水上清資
キャラクターデザイン：飯塚晴子
サブキャラクターデザイン：古木舞
美術監督：鈴木朗
色彩設計：日野亜朱佳
撮影監督：間中秀典
編集：近藤勇二（REAL-T)
音響監督：明田川仁
音響効果：安藤由衣
音響制作：マジックカプセル
音楽：椿山日南子
音楽制作：フライングドッグ
アニメーション制作：J.C.STAFF
製作：「シュガーアップル・フェアリーテイル」製作委員会

OPテーマ：「サプライズ」中島 怜
EDテーマ：「door」東山奈央　

【CAST】
アン・ハルフォード：貫井柚佳
シャル・フェン・シャル：水中雅章
ミスリル・リッド・ポッド：高橋李依
ヒュー・マーキュリー：前野智昭
キャット：寺島拓篤
ジョナス・アンダー：川島零士
キース・パウエル：上村祐翔
エリオット・コリンズ：興津和幸
ブリジット・ペイジ：真野あゆみ
キャシー：山根綺
ベンジャミン：鈴木みのり
オーランド・ラングストン：岡本信彦
キング：沖野晃司
ヴァレンタイン：田丸篤志
ナディール：千葉翔也
グラディス：斉藤壮馬　
ノア：石見舞菜香

【INTRODUCTION】
人間が妖精を使役し、砂糖菓子が幸運をもたらすと信じられている世界――。
そこで聖なる砂糖菓子を作る特別な砂糖菓子職人“銀砂糖師”を目指す少女・アンが
旅の護衛として雇ったのは、戦士妖精・シャルだった。

態度は尊大だが、傍にいることを約束してくれたシャルにアンは心惹かれ、
シャルもまた砂糖菓子作りへの情熱を貫くアンから目が離せなくなっていく。
様々な困難を共に乗り越えながら、互いにかけがえのない存在となる二人。

そして、翌年。アンは二度目の砂糖菓子品評会で王家勲章を授与され、
ついに銀砂糖師の称号を得る。
だがその陰で、シャルはアンを妬む者の陰謀を暴くために、
ペイジ工房の長の娘・ブリジットと取引をしていた。
羽を渡してブリジットに使役される身となり、アンのもとから去っていくシャル。
茫然としながらも、自らの手でシャルを取り戻すことを決意するアン。
銀砂糖師となったアンの新たな試練が始まる――！

●TVアニメ『シュガーアップル・フェアリーテイル』公式サイト
https://sugarapple-anime.com 

●TVアニメ『シュガーアップル・フェアリーテイル』公式Twitter
＠sugarapple_PR／#砂糖林檎

©2023 三川みり・あき／KADOKAWA／「シュガーアップル・フェアリーテイル」製作委員会

#シュガーアップル　#sugarapple",2023-07-07T14:00:54Z,KADOKAWAanime,130070
YDMZUg9uL24,「仲良ピース(女性Ver.)」｜第6話ノンクレジットED映像｜ポプテピピック TVアニメーション作品第二シリーズ,"「ポプテピピック TVアニメーション作品第二シリーズ」
第6話ノンクレジットエンディング映像

「仲良ピース(女性Ver.)」ポプ子(CV:石見舞菜香)、ピピ美(CV:長谷川育美)
作詞・作曲・編曲 吟(BUSTED ROSE)

音楽配信▷ https://lnk.to/PPTP2_OP_ED

「ポプテピピック TVアニメーション作品第二シリーズ」PVはこちら
▷https://youtu.be/kFHD83EQIps

[放送情報]
【TOKYO MX】10/1より毎週（土）25：30～ 
【BS11】10/1より毎週（土）25：30～ 
【MBS】10/4より毎週（火）27：00～ 
【BS日テレ】10/4より毎週（火）23：30～ 
【HTB】10/4より毎週（火）25：55～ 

【AT-X】10/1より 毎週（土）25：30～ 
※リピート放送　毎週（月）23：30～、毎週（水）11：30～、毎週（金）17：30～

ほか

[配信情報]
＜見放題独占配信＞
【Amazon Prime Video】10/1より毎週（土）25：30～

＜地上波同時生配信＞ ※アーカイブなし
10/1より毎週（土）25：30～
【TikTok LIVE】https://www.tiktok.com/@kac_official_tiktok
【ニコニコ生放送】https://anime.nicovideo.jp/detail/hoshiiro2/index.html

[スタッフ]
原作：大川ぶくぶ（竹書房「まんがライフWIN」）
企画・プロデュース：キングレコード
シリーズ構成・シリーズディレクター：青木純（スペースネコカンパニー）
音響監督：鐘江徹
音響効果：小山恭正
音響制作：グロービジョン　　
音楽：吟（BUSTED ROSE）
音楽制作：キングレコード　　
アニメーション制作：スペースネコカンパニー・神風動画
製作：キングレコード

[作品概要]
竹書房の４コマウェブコミック配信サイト「まんがライフWIN」にて、2014年11月から配信している大川ぶくぶ氏の作品。

[あらすじ]
これは、夢と希望の物語(ただのクソ)ー。
　　　　　　　　
[公式HP]　 http://hoshiiro.jp/　　　　　　　　　　　　　　　
[公式ツイッター]　＠hoshiiro_anime
＊＊＊関連リンク＊＊＊
▼ 「KING AMUSEMENT CREATIVE」公式Twitter
 https://twitter.com/kac_officialhp​​

▼ 「KING AMUSEMENT CREATIVE」公式サイト
http://king-cr.jp/​​

▼ 「キンクリ堂」
https://kinkurido.jp/shop/default.aspx

▼ 「KING AMUSEMENT CREATIVE」公式チャンネル
https://bit.ly/2G7MMk2​

▼「Anileap アニリープ」アニソン24時間365日ラジオ
https://youtu.be/4FBW3mkdKOs",2022-11-05T17:00:22Z,「KING AMUSEMENT CREATIVE」公式チャンネル,129945
btD1zmUANaw,【公式】アニメ「ポケットモンスター ライジングアゲイン」エンディングテーマ「ねてもさめても」,"アニメ「ポケットモンスター」はテレ東系にて毎週金曜よる6時55分から放送中！
※一部地域では放送日時が異なります。

----------------------------
ポルカドットスティングレイ「ねてもさめても」 

作詞・作曲：雫
編曲　　　：ポルカドットスティングレイ

2025/12/24リリース
5th Album「逆鱗」

▼詳細はコチラ
https://polkadot-stingray.jp/news/34791

 ▼ご予約はコチラ
https://plk.lnk.to/gekirin_cd
----------------------------

▼スタッフクレジット
絵コンテ　 ：かまくらゆみ
演出　　　 ：かまくらゆみ
作画監督　 ：伊藤京子
原画　　　 ：花井柚都子
　　　　　　 松本めぐみ
　　　　　　 島村毬子
　　　　　　 内山光
　　　　　　 野口莉英子
　　　　　　 垣内沙耶香
　　　　　　 藤代 かな
　　　　　　 川崎 美穂
　　　　　　 伊藤里穂
　　　　　　 河 智珉
　　　　　　 星野拓
 
　　　　　　 Yostar Pictures
　　　　　　 濱中章太郎
 
　　　　　　 Brave Pictures
　　　　　　 監物ケビン雄太
　　　　　　 倉谷亮多
第二原画　 ：えりある
動画検査　 ：冨塚真理恵
動画　　　 ：関根有理

　　　　　　 OLM Asia
　　　　　　 スタジオリングス
　　　　　　 えりある
色彩設計　 ：森脇ひろし
色指定/検査：森脇ひろし
仕上げ　　 ：森脇ひろし
　　　　　　 森脇みか
　
　　　　　　 OLM Asia
　　　　　　 スタジオリングス
　　　　　　 えりある
撮影　　　 ：青島彩
制作進行　 ：橋本陸


▼アニメ「ポケットモンスター」
毎週金曜日に最新話を公式YouTubeチャンネルにて配信中！
https://www.youtube.com/playlist?list=PLBE2D9BnJJUpjQYqPFeWbrcBmpnJG5vns

©Nintendo・Creatures・GAME FREAK・TV Tokyo・ShoPro・JR Kikaku ©Pokémon",2025-12-19T10:30:36Z,ポケモン公式YouTubeチャンネル,129843
sFuSKVmsF0I,「Sugar Doughnuts」｜「でこぼこ魔女の親子事情」オープニング映像,"TVアニメ「でこぼこ魔女の親子事情」ノンクレジットOP映像
水樹奈々「Sugar Doughnuts」

配信サイト
▷https://lnk.to/SugarDoughnuts

見た目逆転!?
魔女親子のでこぼこドタバタコメディ！
TVアニメ「でこぼこ魔女の親子事情」

公式HP：https://dekoboko-majo-anime.jp
公式X：https://twitter.com/DEKOBOKO_anime 

TOKYO MX、BSフジほかにて2023年10月1日より放送開始！
TOKYO MX：10月1日より毎週日曜22:00～
BSフジ：10月3日より毎週火曜24:00～
AT-X：10月5日より毎週木曜22:30～
毎週月曜10:30／毎週水曜16:30　※リピート放送

dアニメストアにて地上波1週間先行配信！
dアニメストア　毎週日曜日22:00～
※第1話のみ地上波同時　第2話より最新話を地上波１週間先行配信。

U-NEXT　毎週金曜日22:00～
アニメ放題　毎週金曜日22:00～
※第1話のみ地上波同時　第2話より最新話を地上波2日先行配信

10月1日（日）22:00より順次配信スタート
ABEMA
Amazon Prime Video
AnimeFesta
バンダイチャンネル
DMM TV
FOD
Hulu
J:COMオンデマンドメガパック
Lemino
milplus
ムービーフルPlus
ニコニコ生放送・ニコニコチャンネル
スマートパスプレミアム
TELASA
HAPPY!動画
ふらっと動画（ネットカフェ）

[STORY]
ひとり森で暮らす魔女のアリッサは、ある日人間の赤子を拾う。戸惑うものの、ビオラと名付け、赤子を育てることにしたアリッサ。そして16年後、ビオラはアリッサの想像を遥かに超える成長を見せ……って、成長しすぎー!!　容姿が逆転した親子のでこぼこドタバタコメディここに登場!!

[CAST]
アリッサ：古賀 葵
ビオラ：水樹奈々
フェニックス：土師孝也
リラ：朴 璐美
ギリコ：大地 葉
ルーナ：関根明良
フェンネル：近藤孝行
グリンド：小野大輔
ポンド：小西克幸
毒コアラ：大谷育江
アウリ：諏訪部順一
ナレーション：花澤香菜

[MUSIC]
オープニングテーマ：水樹奈々「Sugar Doughnuts」
エンディングテーマ：angela「Welcome!」

[STAFF]
原作：ピロヤ（「COMICメテオ」連載／フレックスコミックス刊）
監督：たかたまさひろ 
シリーズ構成：ジャイロナックル
キャラクターデザイン・総作画監督：吉田美和 
プロップデザイン：荒井梨沙
色彩設計：中村里沙
美術監督：川口正明
撮影監督：牧野真人
編集：宇都宮正記（ゼロジー）
音響制作：セイバーリンクス
音響監督：たかたまさひろ 
音楽：myu
アニメーション制作：A-Real

[単行本]
「でこぼこ魔女の親子事情」
1～5巻 発売中(メテオCOMICS)
最新第6巻は10月12日発売

 [作品URL]
https://comic-meteor.jp/dekoboko/

©ピロヤ・COMICメテオ／でこぼこ魔女製作委員会

＊＊＊関連リンク＊＊＊
▼ 「KING AMUSEMENT CREATIVE」公式Twitter
https://twitter.com/kac_officialhp

▼ 「KING AMUSEMENT CREATIVE」公式サイト
http://king-cr.jp/

▼ 「キンクリ堂」
https://kinkurido.jp/shop/default.aspx

▼ 「KING AMUSEMENT CREATIVE」公式チャンネル
https://bit.ly/2G7MMk2​

▼「Anileap アニリープ」アニソン24時間365日ラジオ
https://youtu.be/4FBW3mkdKOs",2023-10-01T13:30:33Z,「KING AMUSEMENT CREATIVE」公式チャンネル,129518
